5,1,1711880339
5,4,1711880344
1,3,1711880349
10,2,1711880354
7,0,1711880359
11,3,1711880364
0,0,1711880369
7,0,1711880374
3,1,1711880379
0,2,1711880384
7,1,1711880389
4,3,1711880394
9,4,1711880399
1,3,1711880404
11,1,1711880409
3,1,1711880414
11,3,1711880419
0,1,1711880424
2,1,1711880429
9,1,1711880434
9,2,1711880439
11,0,1711880444
5,1,1711880449
11,3,1711880454
1,1,1711880459
4,2,1711880464
5,4,1711880469
1,0,1711880474
5,0,1711880479
8,4,1711880484
7,3,1711880489
5,0,1711880494
11,3,1711880499
11,4,1711880504
5,4,1711880509
6,2,1711880514
9,4,1711880519
0,0,1711880524
4,2,1711880529
6,3,1711880534
3,1,1711880539
5,1,1711880544
11,0,1711880549
2,2,1711880554
1,3,1711880559
4,4,1711880564
5,2,1711880569
11,2,1711880574
8,4,1711880579
9,3,1711880584
2,3,1711880589
11,0,1711880594
1,0,1711880599
5,1,1711880604
4,3,1711880609
2,2,1711880614
10,3,1711880619
4,2,1711880624
6,4,1711880629
1,4,1711880634
1,3,1711880639
3,4,1711880644
4,0,1711880649
3,4,1711880654
4,0,1711880659
9,0,1711880664
0,2,1711880669
2,4,1711880674
0,0,1711880679
10,3,1711880684
0,3,1711880689
4,1,1711880694
11,4,1711880699
4,1,1711880704
10,0,1711880709
8,1,1711880714
3,1,1711880719
6,2,1711880724
6,0,1711880729
3,0,1711880734
1,3,1711880739
2,3,1711880744
1,2,1711880749
6,4,1711880754
4,1,1711880759
2,4,1711880764
4,3,1711880769
7,0,1711880774
6,2,1711880779
5,0,1711880784
0,2,1711880789
8,0,1711880794
6,0,1711880799
3,0,1711880804
3,4,1711880809
7,1,1711880814
7,2,1711880819
2,2,1711880824
10,1,1711880829
6,1,1711880834
1,2,1711880839
11,4,1711880844
2,4,1711880849
5,4,1711880854
1,3,1711880859
8,2,1711880864
5,0,1711880869
9,2,1711880874
10,2,1711880879
7,1,1711880884
0,0,1711880889
6,0,1711880894
8,2,1711880899
0,1,1711880904
4,2,1711880909
1,3,1711880914
2,1,1711880919
11,1,1711880924
10,1,1711880929
0,0,1711880934
11,3,1711880939
4,1,1711880944
5,4,1711880949
3,0,1711880954
3,0,1711880959
5,4,1711880964
10,4,1711880969
2,4,1711880974
7,1,1711880979
9,1,1711880984
0,1,1711880989
5,1,1711880994
6,2,1711880999
2,1,1711881004
4,1,1711881009
7,0,1711881014
7,2,1711881019
0,0,1711881024
1,2,1711881029
11,4,1711881034
11,4,1711881039
3,4,1711881044
3,4,1711881049
11,1,1711881054
4,3,1711881059
6,3,1711881064
2,0,1711881069
11,3,1711881074
7,4,1711881079
4,4,1711881084
4,4,1711881089
3,4,1711881094
3,3,1711881099
3,2,1711881104
4,0,1711881109
5,1,1711881114
11,4,1711881119
4,0,1711881124
10,2,1711881129
5,1,1711881134
4,1,1711881139
0,0,1711881144
2,0,1711881149
7,0,1711881154
9,2,1711881159
9,4,1711881164
3,1,1711881169
1,3,1711881174
0,0,1711881179
2,3,1711881184
0,4,1711881189
11,3,1711881194
0,1,1711881199
10,2,1711881204
11,4,1711881209
5,2,1711881214
11,1,1711881219
1,4,1711881224
5,0,1711881229
3,0,1711881234
0,1,1711881239
8,4,1711881244
1,0,1711881249
9,1,1711881254
11,2,1711881259
2,2,1711881264
11,4,1711881269
6,3,1711881274
9,1,1711881279
1,4,1711881284
1,3,1711881289
3,0,1711881294
4,2,1711881299
10,3,1711881304
1,3,1711881309
8,0,1711881314
2,0,1711881319
8,1,1711881324
10,1,1711881329
9,0,1711881334
8,0,1711881339
0,4,1711881344
8,0,1711881349
2,4,1711881354
4,0,1711881359
5,3,1711881364
7,3,1711881369
1,2,1711881374
1,2,1711881379
5,1,1711881384
6,2,1711881389
11,1,1711881394
1,0,1711881399
4,0,1711881404
4,3,1711881409
1,3,1711881414
4,2,1711881419
4,1,1711881424
5,2,1711881429
10,0,1711881434
6,1,1711881439
2,2,1711881444
0,0,1711881449
5,3,1711881454
7,0,1711881459
11,4,1711881464
3,2,1711881469
2,3,1711881474
1,3,1711881479
8,2,1711881484
11,3,1711881489
9,3,1711881494
4,2,1711881499
11,4,1711881504
0,2,1711881509
2,1,1711881514
5,4,1711881519
0,1,1711881524
11,0,1711881529
6,1,1711881534
11,2,1711881539
0,1,1711881544
11,0,1711881549
10,3,1711881554
0,2,1711881559
5,0,1711881564
9,4,1711881569
10,2,1711881574
0,0,1711881579
2,1,1711881584
3,2,1711881589
10,3,1711881594
0,2,1711881599
1,2,1711881604
11,2,1711881609
10,1,1711881614
4,3,1711881619
8,0,1711881624
5,1,1711881629
7,1,1711881634
6,0,1711881639
1,2,1711881644
3,4,1711881649
4,1,1711881654
6,2,1711881659
7,3,1711881664
6,3,1711881669
6,2,1711881674
0,2,1711881679
1,2,1711881684
11,2,1711881689
6,3,1711881694
11,3,1711881699
3,2,1711881704
1,4,1711881709
2,1,1711881714
11,4,1711881719
10,4,1711881724
0,4,1711881729
9,4,1711881734
8,1,1711881739
11,2,1711881744
1,3,1711881749
4,4,1711881754
9,3,1711881759
9,3,1711881764
6,3,1711881769
3,2,1711881774
9,2,1711881779
5,0,1711881784
5,0,1711881789
10,1,1711881794
8,2,1711881799
10,2,1711881804
7,4,1711881809
6,2,1711881814
11,0,1711881819
10,1,1711881824
11,3,1711881829
2,2,1711881834
9,2,1711881839
8,3,1711881844
6,0,1711881849
4,0,1711881854
6,1,1711881859
6,4,1711881864
1,4,1711881869
3,2,1711881874
6,2,1711881879
1,3,1711881884
8,2,1711881889
9,3,1711881894
9,4,1711881899
11,1,1711881904
3,2,1711881909
8,0,1711881914
8,2,1711881919
11,1,1711881924
11,0,1711881929
2,4,1711881934
0,2,1711881939
4,0,1711881944
5,3,1711881949
7,3,1711881954
0,1,1711881959
9,0,1711881964
8,4,1711881969
11,0,1711881974
10,0,1711881979
5,0,1711881984
8,3,1711881989
9,4,1711881994
9,0,1711881999
3,2,1711882004
7,2,1711882009
2,1,1711882014
6,2,1711882019
2,2,1711882024
10,2,1711882029
7,0,1711882034
6,0,1711882039
3,1,1711882044
